first_image,second_image,answers,correct_answer,rule,action
-21,16,-37,0,1,1
-9,22,-31,0,1,1
16,0,16,1,1,0
3,18,-15,0,1,1
3,37,-34,0,1,1
-10,-26,16,1,1,0
-12,-40,28,1,1,0
41,-3,44,1,0,1
60,28,32,1,0,1
29,-7,36,1,0,1
-10,-38,28,1,0,1
-66,-31,-35,0,0,0
-9,35,-44,0,0,0
1,-8,9,1,0,1
34,1,33,1,0,1
58,41,17,1,0,1
58,14,44,1,0,1
34,-6,40,1,0,1
-27,-32,5,1,0,1
26,3,23,1,0,1
-61,-20,-41,0,0,0
-36,-24,-12,0,0,0
-33,-7,-26,0,0,0
-8,21,-29,0,1,1
-13,22,-35,0,1,1
0,-43,43,1,1,0
-16,26,-42,0,1,1
30,31,-1,0,1,1
4,28,-24,0,1,1
-53,-10,-43,0,1,1
-3,-42,39,1,1,0
-29,-37,8,1,1,0
-28,8,-36,0,1,1
-4,14,-18,0,1,1
-1,-43,42,1,1,0
-9,29,-38,0,1,1
72,38,34,1,1,0
54,20,34,1,1,0
57,22,35,1,0,1
14,-3,17,1,0,1
18,43,-25,0,0,0
6,-3,9,1,0,1
34,26,8,1,0,1
80,39,41,1,0,1
-77,-40,-37,0,0,0
18,-20,38,1,0,1
-73,-45,-28,0,0,0
2,-27,29,1,0,1
15,7,8,1,0,1
19,40,-21,0,0,0
7,-1,8,1,0,1
-10,-5,-5,0,0,0
-9,28,-37,0,0,0
-3,-30,27,1,0,1
-20,-42,22,1,1,0
28,26,2,1,1,0
30,23,7,1,1,0
7,-12,19,1,1,0
-44,-18,-26,0,1,1
5,-22,27,1,1,0
50,6,44,1,1,0
5,26,-21,0,1,1
28,-15,43,1,1,0
-4,33,-37,0,1,1
21,44,-23,0,1,1
-5,1,-6,0,1,1
-72,-33,-39,0,1,1
-20,18,-38,0,1,1
-14,-32,18,1,0,1
-71,-37,-34,0,0,0
15,-17,32,1,0,1
-30,8,-38,0,0,0
12,19,-7,0,0,0
-1,-43,42,1,0,1
-14,-24,10,1,0,1
-60,-19,-41,0,0,0
17,3,14,1,0,1
46,35,11,1,0,1
-5,10,-15,0,0,0
-19,-25,6,1,0,1
37,17,20,1,0,1
70,42,28,1,0,1
-17,-39,22,1,0,1
-16,-45,29,1,0,1
-1,23,-24,0,0,0
58,23,35,1,1,0
-24,-29,5,1,1,0
67,36,31,1,1,0
-71,-43,-28,0,1,1
-33,-41,8,1,1,0
-17,-21,4,1,1,0
5,-33,38,1,1,0
-63,-35,-28,0,1,1
-39,-18,-21,0,1,1
50,26,24,1,1,0
-6,17,-23,0,1,1
2,-11,13,1,1,0
-28,-45,17,1,1,0
27,13,14,1,1,0
34,-11,45,1,1,0
-17,-4,-13,0,1,1
-47,-44,-3,0,1,1
19,23,-4,0,1,1
71,36,35,1,0,1
-39,-4,-35,0,0,0
37,42,-5,0,0,0
45,22,23,1,0,1
3,34,-31,0,0,0
-8,-15,7,1,0,1
-28,13,-41,0,0,0
-39,-2,-37,0,0,0
55,27,28,1,1,0
-11,7,-18,0,1,1
20,-6,26,1,1,0
2,-13,15,1,1,0
-66,-26,-40,0,1,1
7,34,-27,0,1,1
4,21,-17,0,1,1
-22,-12,-10,0,1,1
-21,10,-31,0,1,1
5,-21,26,1,1,0
-36,7,-43,0,1,1
-20,21,-41,0,1,1
-31,8,-39,0,1,1
-5,-31,26,1,1,0
0,-26,26,1,1,0
-30,-5,-25,0,1,1
-77,-34,-43,0,1,1
29,20,9,1,1,0
8,-27,35,1,1,0
-31,-7,-24,0,1,1
-11,24,-35,0,1,1
29,30,-1,0,0,0
-57,-44,-13,0,0,0
-17,-24,7,1,0,1
25,14,11,1,0,1
18,-3,21,1,0,1
36,-5,41,1,0,1
13,9,4,1,0,1
-3,35,-38,0,0,0
10,-33,43,1,0,1
-24,-32,8,1,0,1
18,40,-22,0,0,0
-7,-26,19,1,0,1
-7,-14,7,1,0,1
-34,-5,-29,0,0,0
-42,-40,-2,0,0,0
-8,-36,28,1,0,1
43,12,31,1,1,0
-5,-13,8,1,1,0
36,6,30,1,1,0
-57,-37,-20,0,1,1
-61,-20,-41,0,1,1
-16,-26,10,1,1,0
-48,-21,-27,0,1,1
7,20,-13,0,1,1
14,-7,21,1,1,0
11,32,-21,0,1,1
-34,-32,-2,0,1,1
59,25,34,1,0,1
-70,-43,-27,0,0,0
-8,-2,-6,0,0,0
-3,22,-25,0,0,0
-13,31,-44,0,0,0
32,44,-12,0,0,0
14,-21,35,1,0,1
-31,-25,-6,0,0,0
1,26,-25,0,0,0
58,39,19,1,0,1
-5,6,-11,0,0,0
-14,4,-18,0,0,0
1,19,-18,0,0,0
4,2,2,1,0,1
-61,-29,-32,0,0,0
-37,-11,-26,0,0,0
19,-14,33,1,0,1
-52,-17,-35,0,0,0
-67,-36,-31,0,0,0
-22,-11,-11,0,0,0
-4,0,-4,0,0,0
-10,-17,7,1,1,0
26,24,2,1,1,0
13,21,-8,0,1,1
33,-9,42,1,1,0
-54,-24,-30,0,1,1
-60,-16,-44,0,1,1
-6,-18,12,1,1,0
-18,-12,-6,0,1,1
42,20,22,1,1,0
62,26,36,1,1,0
30,25,5,1,1,0
26,9,17,1,1,0
-53,-30,-23,0,1,1
29,26,3,1,1,0
18,7,11,1,1,0
-34,-39,5,1,1,0
-39,-23,-16,0,1,1
-2,-6,4,1,0,1
55,13,42,1,0,1
15,8,7,1,0,1
18,-11,29,1,0,1
-1,30,-31,0,0,0
5,-14,19,1,0,1
43,39,4,1,0,1
-10,27,-37,0,0,0
42,26,16,1,0,1
-7,16,-23,0,0,0
28,44,-16,0,0,0
-6,-42,36,1,0,1
-75,-34,-41,0,0,0
63,24,39,1,0,1
-39,0,-39,0,1,1
37,39,-2,0,1,1
27,36,-9,0,1,1
-14,-41,27,1,1,0
-15,-5,-10,0,1,1
-59,-37,-22,0,1,1
45,16,29,1,1,0
17,13,4,1,1,0
-22,-43,21,1,1,0
12,25,-13,0,1,1
8,6,2,1,1,0
-40,-25,-15,0,1,1
7,43,-36,0,1,1
25,42,-17,0,1,1
3,-21,24,1,1,0
-12,-10,-2,0,0,0
-25,13,-38,0,0,0
34,44,-10,0,0,0
17,40,-23,0,0,0
56,25,31,1,0,1
71,44,27,1,0,1
69,42,27,1,0,1
24,16,8,1,0,1
-26,-15,-11,0,0,0
-84,-45,-39,0,0,0
67,37,30,1,0,1
-36,-17,-19,0,0,0
20,-14,34,1,0,1
68,30,38,1,0,1
-43,-18,-25,0,0,0
-8,34,-42,0,0,0
58,34,24,1,0,1
0,-36,36,1,0,1
-75,-34,-41,0,0,0
53,30,23,1,1,0
-24,-15,-9,0,1,1
-24,6,-30,0,1,1
-52,-12,-40,0,1,1
24,15,9,1,1,0
32,23,9,1,1,0
12,-23,35,1,1,0
-48,-4,-44,0,1,1
-53,-11,-42,0,1,1
14,-5,19,1,1,0
27,38,-11,0,1,1
20,-17,37,1,0,1
-57,-12,-45,0,0,0
50,15,35,1,0,1
19,28,-9,0,0,0
7,17,-10,0,0,0
-9,-19,10,1,0,1
2,24,-22,0,0,0
44,34,10,1,0,1
-13,-31,18,1,0,1
40,11,29,1,0,1
10,19,-9,0,0,0
23,-6,29,1,0,1
-1,-2,1,1,0,1
3,-25,28,1,0,1
-8,-43,35,1,0,1
-8,14,-22,0,0,0
-23,-27,4,1,0,1
-9,-39,30,1,0,1
56,34,22,1,0,1
-41,-27,-14,0,0,0
-29,-33,4,1,1,0
-16,11,-27,0,1,1
32,18,14,1,1,0
-20,-45,25,1,1,0
-6,36,-42,0,1,1
13,-6,19,1,1,0
32,35,-3,0,1,1
-28,-27,-1,0,1,1
54,18,36,1,1,0
33,38,-5,0,1,1
53,34,19,1,1,0
35,-7,42,1,1,0
4,-2,6,1,1,0
-34,-39,5,1,1,0
-14,-10,-4,0,1,1
-26,-32,6,1,1,0
-75,-37,-38,0,1,1
-43,-9,-34,0,1,1
21,32,-11,0,1,1
8,-11,19,1,1,0
-1,20,-21,0,1,1
-31,13,-44,0,0,0
-20,25,-45,0,0,0
-17,-22,5,1,0,1
-40,-10,-30,0,0,0
51,29,22,1,0,1
3,-35,38,1,0,1
58,25,33,1,0,1
-21,4,-25,0,0,0
15,-23,38,1,0,1
-7,-4,-3,0,0,0
-29,1,-30,0,1,1
-13,-16,3,1,1,0
-43,-30,-13,0,1,1
-4,-13,9,1,1,0
-12,-10,-2,0,1,1
27,-2,29,1,1,0
-7,-44,37,1,1,0
-28,-4,-24,0,1,1
-65,-34,-31,0,1,1
-1,-38,37,1,1,0
-1,6,-7,0,1,1
-9,14,-23,0,0,0
53,35,18,1,0,1
77,39,38,1,0,1
50,31,19,1,0,1
22,-21,43,1,0,1
-59,-27,-32,0,0,0
61,22,39,1,0,1
58,14,44,1,0,1
50,7,43,1,0,1
-42,-5,-37,0,0,0
1,-35,36,1,0,1
20,19,1,1,0,1
-30,-9,-21,0,0,0
74,33,41,1,0,1
-75,-38,-37,0,0,0
-5,36,-41,0,0,0
54,34,20,1,0,1
28,-14,42,1,0,1
-14,-24,10,1,0,1
55,27,28,1,0,1
4,10,-6,0,0,0
9,-9,18,1,1,0
-11,-43,32,1,1,0
-29,5,-34,0,1,1
-23,-27,4,1,1,0
8,31,-23,0,1,1
89,44,45,1,1,0
-7,-5,-2,0,1,1
20,-8,28,1,1,0
6,-19,25,1,1,0
-48,-34,-14,0,0,0
2,-7,9,1,0,1
35,26,9,1,0,1
-46,-13,-33,0,0,0
12,-26,38,1,0,1
15,15,0,0,0,0
39,11,28,1,0,1
13,2,11,1,0,1
-49,-13,-36,0,0,0
16,28,-12,0,0,0
17,-1,18,1,0,1
71,34,37,1,0,1
-33,-12,-21,0,0,0
0,-44,44,1,0,1
-55,-13,-42,0,0,0
-26,-22,-4,0,0,0
-14,-36,22,1,0,1
47,30,17,1,0,1
-25,20,-45,0,0,0
2,23,-21,0,0,0
55,25,30,1,0,1
-47,-3,-44,0,1,1
19,26,-7,0,1,1
5,26,-21,0,1,1
56,41,15,1,1,0
25,-12,37,1,1,0
77,41,36,1,1,0
-3,-34,31,1,1,0
-31,-13,-18,0,1,1
-44,-44,0,0,1,1
-28,-39,11,1,1,0
-57,-22,-35,0,0,0
-10,-9,-1,0,0,0
26,-12,38,1,0,1
-59,-25,-34,0,0,0
-60,-19,-41,0,0,0
-32,-25,-7,0,0,0
5,11,-6,0,0,0
-12,19,-31,0,0,0
0,-17,17,1,0,1
45,24,21,1,0,1
4,5,-1,0,0,0
16,-2,18,1,0,1
-28,13,-41,0,0,0
22,20,2,1,0,1
23,-14,37,1,0,1
9,12,-3,0,0,0
36,23,13,1,0,1
-35,5,-40,0,0,0
10,25,-15,0,0,0
52,13,39,1,0,1
33,14,19,1,0,1
-19,-22,3,1,1,0
-18,12,-30,0,1,1
-20,-10,-10,0,1,1
25,28,-3,0,1,1
-13,-10,-3,0,1,1
17,37,-20,0,1,1
14,-2,16,1,1,0
-54,-12,-42,0,1,1
-69,-42,-27,0,1,1
20,36,-16,0,1,1
-6,18,-24,0,1,1
14,11,3,1,1,0
44,6,38,1,1,0
-55,-13,-42,0,1,1
9,-27,36,1,1,0
71,39,32,1,0,1
0,30,-30,0,0,0
-21,-11,-10,0,0,0
10,-20,30,1,0,1
11,-31,42,1,0,1
-57,-19,-38,0,0,0
71,40,31,1,0,1
7,35,-28,0,0,0
37,3,34,1,1,0
-3,-23,20,1,1,0
30,4,26,1,1,0
-51,-28,-23,0,1,1
-57,-43,-14,0,1,1
26,15,11,1,1,0
-35,-26,-9,0,1,1
-13,23,-36,0,1,1
-1,0,-1,0,1,1
50,32,18,1,1,0
-11,-42,31,1,1,0
1,-11,12,1,1,0
3,-9,12,1,0,1
-73,-35,-38,0,0,0
8,21,-13,0,0,0
-37,-19,-18,0,0,0
20,10,10,1,0,1
-19,-2,-17,0,0,0
22,10,12,1,0,1
66,27,39,1,0,1
35,10,25,1,0,1
-1,-39,38,1,0,1
20,15,5,1,1,0
-5,27,-32,0,1,1
42,12,30,1,1,0
-23,-34,11,1,1,0
-25,-42,17,1,1,0
-77,-38,-39,0,1,1
23,-14,37,1,1,0
-46,-14,-32,0,1,1
68,27,41,1,1,0
-71,-44,-27,0,1,1
5,8,-3,0,1,1
15,7,8,1,1,0
59,23,36,1,1,0
-18,2,-20,0,1,1
-20,-36,16,1,1,0
-39,-11,-28,0,1,1
-19,18,-37,0,1,1
-9,25,-34,0,1,1
-48,-12,-36,0,1,1
52,40,12,1,1,0
5,-1,6,1,1,0
19,-15,34,1,0,1
-25,-42,17,1,0,1
-26,-42,16,1,0,1
70,28,42,1,0,1
43,7,36,1,0,1
11,28,-17,0,0,0
5,8,-3,0,0,0
-15,-29,14,1,0,1
1,-23,24,1,1,0
6,3,3,1,1,0
13,-28,41,1,1,0
10,-34,44,1,1,0
31,26,5,1,1,0
-46,-15,-31,0,1,1
50,27,23,1,1,0
-25,-15,-10,0,1,1
70,36,34,1,1,0
-33,8,-41,0,1,1
-31,-39,8,1,1,0
-11,-2,-9,0,1,1
-12,-20,8,1,1,0
9,-8,17,1,1,0
-19,-10,-9,0,1,1
-37,-28,-9,0,1,1
7,-12,19,1,1,0
8,9,-1,0,1,1
67,36,31,1,0,1
-7,16,-23,0,0,0
-43,-12,-31,0,0,0
-57,-36,-21,0,0,0
13,9,4,1,0,1
-86,-44,-42,0,0,0
-17,-5,-12,0,0,0
-47,-34,-13,0,0,0
60,37,23,1,0,1
-57,-36,-21,0,1,1
-34,-16,-18,0,1,1
50,28,22,1,1,0
-60,-16,-44,0,1,1
-55,-25,-30,0,1,1
-34,-45,11,1,1,0
-39,4,-43,0,1,1
21,44,-23,0,1,1
-16,23,-39,0,1,1
34,43,-9,0,1,1
-5,37,-42,0,1,1
-84,-39,-45,0,1,1
57,25,32,1,1,0
45,2,43,1,1,0
-37,-3,-34,0,1,1
-44,-19,-25,0,1,1
22,-17,39,1,1,0
54,27,27,1,1,0
14,20,-6,0,1,1
13,0,13,1,0,1
16,24,-8,0,0,0
-9,17,-26,0,0,0
56,39,17,1,0,1
-40,-44,4,1,0,1
36,-1,37,1,0,1
7,16,-9,0,0,0
-5,-41,36,1,0,1
21,9,12,1,1,0
49,26,23,1,1,0
-38,-2,-36,0,1,1
-6,26,-32,0,1,1
44,0,44,1,1,0
8,-36,44,1,1,0
-15,20,-35,0,1,1
32,17,15,1,1,0
37,44,-7,0,1,1
-6,29,-35,0,1,1
-31,-23,-8,0,1,1
-17,27,-44,0,1,1
-30,-9,-21,0,1,1
48,23,25,1,1,0
34,16,18,1,1,0
-2,-3,1,1,1,0
13,31,-18,0,1,1
-73,-28,-45,0,1,1
-20,-13,-7,0,1,1
-44,-17,-27,0,1,1
23,-4,27,1,1,0
47,10,37,1,0,1
-55,-31,-24,0,0,0
-7,-25,18,1,0,1
15,0,15,1,0,1
-64,-19,-45,0,0,0
69,31,38,1,0,1
-10,-23,13,1,0,1
-40,-10,-30,0,0,0
10,29,-19,0,0,0
38,0,38,1,0,1
12,30,-18,0,0,0
48,5,43,1,0,1
-43,-43,0,0,0,0
47,3,44,1,0,1
16,-14,30,1,0,1
49,42,7,1,0,1
-65,-41,-24,0,0,0
-52,-37,-15,0,0,0
-19,-32,13,1,1,0
-13,-29,16,1,1,0
-34,-19,-15,0,1,1
-31,-1,-30,0,1,1
-33,-45,12,1,1,0
40,-3,43,1,1,0
15,-19,34,1,1,0
-63,-32,-31,0,1,1
-38,-6,-32,0,1,1
-3,-4,1,1,1,0
8,-9,17,1,0,1
-57,-27,-30,0,0,0
6,-29,35,1,0,1
-26,9,-35,0,0,0
-36,0,-36,0,0,0
-11,10,-21,0,0,0
2,-38,40,1,0,1
14,37,-23,0,0,0
55,13,42,1,0,1
-82,-38,-44,0,0,0
-19,-13,-6,0,0,0
-22,-24,2,1,1,0
67,39,28,1,1,0
4,-22,26,1,1,0
-9,25,-34,0,1,1
52,21,31,1,1,0
7,23,-16,0,1,1
-9,32,-41,0,1,1
2,0,2,1,1,0
-4,-40,36,1,1,0
18,2,16,1,1,0
72,32,40,1,1,0
15,-12,27,1,1,0
-12,-38,26,1,1,0
43,40,3,1,1,0
-2,-33,31,1,1,0
-1,-43,42,1,0,1
-38,-26,-12,0,0,0
54,40,14,1,0,1
-48,-22,-26,0,0,0
72,40,32,1,0,1
73,39,34,1,0,1
-17,-15,-2,0,0,0
-5,-29,24,1,0,1
26,-16,42,1,0,1
-62,-32,-30,0,0,0
-13,18,-31,0,0,0
-41,-11,-30,0,0,0
-5,-32,27,1,0,1
-46,-35,-11,0,0,0
-26,-37,11,1,0,1
-7,19,-26,0,0,0
44,32,12,1,0,1
52,34,18,1,1,0
-70,-45,-25,0,1,1
3,10,-7,0,1,1
-7,-43,36,1,1,0
61,16,45,1,1,0
4,30,-26,0,1,1
-30,-35,5,1,1,0
58,16,42,1,1,0
-16,-6,-10,0,1,1
-71,-42,-29,0,1,1
-9,-4,-5,0,1,1
57,29,28,1,1,0
18,4,14,1,1,0
-52,-11,-41,0,1,1
73,31,42,1,1,0
-4,26,-30,0,1,1
41,4,37,1,1,0
24,39,-15,0,1,1
9,-8,17,1,1,0
25,24,1,1,1,0
60,33,27,1,1,0
-56,-31,-25,0,0,0
-23,0,-23,0,0,0
-27,-24,-3,0,0,0
-4,-39,35,1,0,1
11,28,-17,0,0,0
41,40,1,1,0,1
14,-23,37,1,0,1
53,15,38,1,0,1
39,40,-1,0,0,0
-55,-25,-30,0,0,0
69,25,44,1,0,1
66,38,28,1,0,1
-11,-10,-1,0,0,0
76,41,35,1,0,1
-18,-42,24,1,0,1
64,26,38,1,0,1
-21,-14,-7,0,0,0
-49,-40,-9,0,0,0
13,16,-3,0,0,0
-58,-14,-44,0,0,0
11,-31,42,1,0,1
25,32,-7,0,1,1
-15,-13,-2,0,1,1
-32,-39,7,1,1,0
41,37,4,1,1,0
-12,-6,-6,0,1,1
-24,-41,17,1,1,0
31,1,30,1,1,0
-62,-38,-24,0,1,1
-36,-41,5,1,1,0
16,-29,45,1,0,1
-20,18,-38,0,0,0
46,43,3,1,0,1
-67,-24,-43,0,0,0
-42,3,-45,0,0,0
11,13,-2,0,0,0
-5,13,-18,0,0,0
-13,-6,-7,0,0,0
34,-10,44,1,0,1
-65,-21,-44,0,0,0
69,35,34,1,0,1
-7,21,-28,0,0,0
-29,-6,-23,0,1,1
31,-10,41,1,1,0
-81,-38,-43,0,1,1
2,20,-18,0,1,1
47,25,22,1,1,0
-12,30,-42,0,1,1
28,25,3,1,1,0
-12,-41,29,1,1,0
12,40,-28,0,1,1
-15,-18,3,1,1,0
-66,-24,-42,0,1,1
50,10,40,1,1,0
63,34,29,1,1,0
17,27,-10,0,0,0
52,8,44,1,0,1
4,-10,14,1,0,1
62,40,22,1,0,1
-19,20,-39,0,0,0
59,17,42,1,0,1
66,23,43,1,0,1
8,11,-3,0,0,0
27,14,13,1,0,1
-6,0,-6,0,0,0
41,0,41,1,0,1
-4,-21,17,1,0,1
14,40,-26,0,0,0
-5,-23,18,1,0,1
38,2,36,1,0,1
-9,22,-31,0,0,0
61,29,32,1,0,1
50,14,36,1,0,1
35,-6,41,1,0,1
-4,16,-20,0,1,1
51,40,11,1,1,0
-8,-37,29,1,1,0
21,28,-7,0,1,1
-57,-18,-39,0,1,1
52,23,29,1,1,0
-28,17,-45,0,1,1
63,24,39,1,1,0
-18,0,-18,0,1,1
-19,19,-38,0,1,1
21,-15,36,1,1,0
28,11,17,1,1,0
49,34,15,1,1,0
-5,40,-45,0,0,0
-17,-38,21,1,0,1
26,44,-18,0,0,0
1,19,-18,0,0,0
54,11,43,1,0,1
22,9,13,1,0,1
-12,-35,23,1,0,1
7,33,-26,0,0,0
-12,20,-32,0,1,1
18,40,-22,0,1,1
-85,-40,-45,0,1,1
0,18,-18,0,1,1
-42,-17,-25,0,1,1
11,-25,36,1,1,0
7,-35,42,1,1,0
-8,-21,13,1,1,0
-9,-23,14,1,1,0
-48,-22,-26,0,1,1
-45,-26,-19,0,1,1
-29,15,-44,0,1,1
1,2,-1,0,1,1
-21,9,-30,0,1,1
-42,-2,-40,0,0,0
21,4,17,1,0,1
45,21,24,1,0,1
-47,-32,-15,0,0,0
-13,-32,19,1,0,1
-17,4,-21,0,0,0
24,5,19,1,0,1
-72,-30,-42,0,0,0
44,33,11,1,0,1
-16,-35,19,1,0,1
11,33,-22,0,1,1
58,24,34,1,1,0
9,39,-30,0,1,1
-46,-2,-44,0,1,1
-75,-32,-43,0,1,1
28,-13,41,1,1,0
-36,-39,3,1,1,0
-19,23,-42,0,1,1
41,43,-2,0,1,1
32,13,19,1,1,0
10,9,1,1,1,0
13,-7,20,1,1,0
-14,6,-20,0,1,1
-28,-6,-22,0,0,0
-26,-16,-10,0,0,0
16,35,-19,0,0,0
46,25,21,1,0,1
40,39,1,1,0,1
-7,-12,5,1,0,1
-47,-38,-9,0,0,0
-25,-25,0,0,0,0
-55,-22,-33,0,0,0
15,-24,39,1,0,1
57,37,20,1,0,1
-5,-37,32,1,0,1
14,-10,24,1,0,1
-30,4,-34,0,0,0
5,26,-21,0,1,1
69,40,29,1,1,0
4,-41,45,1,1,0
9,39,-30,0,1,1
31,31,0,0,1,1
-22,18,-40,0,1,1
-15,-2,-13,0,1,1
8,-33,41,1,1,0
-19,-44,25,1,1,0
10,-5,15,1,1,0
-15,-41,26,1,0,1
-26,-26,0,0,0,0
-21,-12,-9,0,0,0
-44,-36,-8,0,0,0
-3,29,-32,0,0,0
-27,-10,-17,0,0,0
-60,-25,-35,0,0,0
-3,-44,41,1,0,1
-44,-45,1,1,0,1
14,22,-8,0,1,1
-66,-21,-45,0,1,1
-33,-36,3,1,1,0
42,33,9,1,1,0
-50,-45,-5,0,1,1
4,38,-34,0,1,1
-18,-21,3,1,1,0
-30,-28,-2,0,1,1
-7,-24,17,1,1,0
-10,35,-45,0,1,1
-60,-43,-17,0,1,1
-48,-39,-9,0,1,1
61,31,30,1,1,0
-22,-21,-1,0,1,1
-24,-31,7,1,1,0
-47,-33,-14,0,1,1
-7,5,-12,0,1,1
26,19,7,1,1,0
-14,-44,30,1,1,0
7,11,-4,0,1,1
-9,-39,30,1,1,0
-30,-37,7,1,0,1
-13,-32,19,1,0,1
-41,-12,-29,0,0,0
26,40,-14,0,0,0
2,26,-24,0,0,0
24,36,-12,0,0,0
7,15,-8,0,0,0
-31,5,-36,0,0,0
19,33,-14,0,0,0
7,-20,27,1,0,1
43,25,18,1,0,1
29,37,-8,0,0,0
-29,-18,-11,0,0,0
40,32,8,1,0,1
-58,-24,-34,0,0,0
-42,-33,-9,0,0,0
-9,-16,7,1,0,1
27,14,13,1,0,1
-86,-43,-43,0,0,0
-29,-7,-22,0,0,0
-79,-43,-36,0,0,0
-34,-36,2,1,1,0
17,-20,37,1,1,0
-3,-12,9,1,1,0
28,24,4,1,1,0
-10,-37,27,1,1,0
-13,-9,-4,0,1,1
71,34,37,1,1,0
-2,-5,3,1,1,0
21,10,11,1,1,0
-8,-31,23,1,1,0
30,22,8,1,1,0
-28,-35,7,1,1,0
46,20,26,1,1,0
-22,17,-39,0,1,1
-32,8,-40,0,1,1
5,33,-28,0,1,1
18,-22,40,1,1,0
-86,-45,-41,0,1,1
-32,13,-45,0,0,0
4,9,-5,0,0,0
26,-18,44,1,0,1
-3,39,-42,0,0,0
-19,23,-42,0,0,0
43,2,41,1,0,1
-2,-32,30,1,0,1
0,-38,38,1,0,1
5,40,-35,0,0,0
42,36,6,1,0,1
17,41,-24,0,0,0
-74,-32,-42,0,0,0
-24,-1,-23,0,0,0
36,30,6,1,0,1
-4,-36,32,1,0,1
3,36,-33,0,0,0
-25,-31,6,1,0,1
14,-9,23,1,1,0
12,27,-15,0,1,1
58,44,14,1,1,0
-21,-9,-12,0,1,1
-31,-16,-15,0,1,1
69,43,26,1,1,0
-39,-26,-13,0,1,1
57,17,40,1,1,0
-7,-30,23,1,1,0
17,33,-16,0,1,1
-2,2,-4,0,0,0
-6,27,-33,0,0,0
17,15,2,1,0,1
34,28,6,1,0,1
57,37,20,1,0,1
-26,6,-32,0,0,0
8,34,-26,0,0,0
60,24,36,1,0,1
-30,10,-40,0,0,0
28,2,26,1,0,1
-29,-16,-13,0,0,0
-40,-20,-20,0,1,1
7,33,-26,0,1,1
0,25,-25,0,1,1
8,41,-33,0,1,1
-2,29,-31,0,1,1
25,22,3,1,1,0
-12,21,-33,0,1,1
-43,-24,-19,0,1,1
41,39,2,1,1,0
-9,36,-45,0,1,1
53,32,21,1,1,0
-1,32,-33,0,1,1
10,34,-24,0,1,1
25,-14,39,1,1,0
-6,-33,27,1,1,0
19,-18,37,1,1,0
50,42,8,1,1,0
40,42,-2,0,1,1
-7,26,-33,0,1,1
47,10,37,1,1,0
25,33,-8,0,1,1
-23,-24,1,1,0,1
75,44,31,1,0,1
4,34,-30,0,0,0
-53,-23,-30,0,0,0
10,44,-34,0,0,0
-28,1,-29,0,0,0
-36,6,-42,0,0,0
44,8,36,1,0,1
47,27,20,1,0,1
56,35,21,1,0,1
-4,-38,34,1,0,1
-83,-42,-41,0,0,0
-10,-13,3,1,0,1
-11,18,-29,0,0,0
3,6,-3,0,0,0
5,-36,41,1,1,0
7,-18,25,1,1,0
-36,-28,-8,0,1,1
-20,-5,-15,0,1,1
67,43,24,1,1,0
-5,-15,10,1,1,0
19,31,-12,0,1,1
-44,-4,-40,0,1,1
26,41,-15,0,1,1
46,24,22,1,1,0
-53,-39,-14,0,1,1
70,34,36,1,1,0
-36,-8,-28,0,0,0
27,18,9,1,0,1
21,3,18,1,0,1
22,41,-19,0,0,0
66,34,32,1,0,1
-33,2,-35,0,0,0
-4,-28,24,1,0,1
20,2,18,1,0,1
28,1,27,1,0,1
-7,-22,15,1,1,0
-9,-21,12,1,1,0
1,37,-36,0,1,1
19,-4,23,1,1,0
16,-13,29,1,1,0
10,-13,23,1,1,0
-14,-34,20,1,1,0
38,22,16,1,1,0
66,28,38,1,1,0
-20,-10,-10,0,1,1
-36,-32,-4,0,1,1
-11,2,-13,0,1,1
-12,-3,-9,0,1,1
-10,-4,-6,0,1,1
-5,-40,35,1,1,0
-26,-19,-7,0,1,1
40,6,34,1,1,0
-41,-36,-5,0,1,1
33,-8,41,1,1,0
-60,-31,-29,0,1,1
-8,8,-16,0,1,1
-57,-27,-30,0,0,0
26,0,26,1,0,1
-73,-45,-28,0,0,0
13,35,-22,0,0,0
-19,24,-43,0,0,0
11,-18,29,1,0,1
-13,-28,15,1,0,1
-16,19,-35,0,0,0
-3,36,-39,0,0,0
33,12,21,1,0,1
15,42,-27,0,0,0
-45,-40,-5,0,1,1
-10,34,-44,0,1,1
-60,-43,-17,0,1,1
-1,35,-36,0,1,1
16,-25,41,1,1,0
7,-32,39,1,1,0
7,6,1,1,1,0
33,15,18,1,1,0
42,11,31,1,1,0
13,26,-13,0,1,1
34,27,7,1,0,1
5,-32,37,1,0,1
15,35,-20,0,0,0
16,-28,44,1,0,1
-9,-20,11,1,0,1
7,9,-2,0,0,0
38,36,2,1,0,1
-1,-41,40,1,0,1
51,18,33,1,0,1
-2,-20,18,1,0,1
3,39,-36,0,0,0
9,-28,37,1,0,1
-76,-33,-43,0,0,0
15,-11,26,1,0,1
-21,-35,14,1,0,1
7,-26,33,1,0,1
1,-28,29,1,0,1
-9,30,-39,0,0,0
21,-20,41,1,0,1
-23,-32,9,1,0,1
-15,-11,-4,0,0,0
-8,22,-30,0,1,1
-68,-24,-44,0,1,1
19,22,-3,0,1,1
-54,-16,-38,0,1,1
15,26,-11,0,1,1
16,19,-3,0,1,1
66,33,33,1,1,0
-6,3,-9,0,1,1
1,-23,24,1,1,0
19,-6,25,1,1,0
43,23,20,1,1,0
-32,-21,-11,0,1,1
61,41,20,1,1,0
